id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17683,Habitacin  doble a 15 minutos  del  centro,264075647,Annie,Moratalaz,Media Legua,40.41197,-3.65935,Private room,22,2,3,9/15/2019,0.83,1,0
17684,habitacin muy agradable a 15 min wuanda y sol,117460100,Oscar,Villaverde,Los Rosales,40.35591,-3.69026,Private room,450,1,0,,,1,179
17685,PISO LUMINOSO EN TIRSO DE MOLINA,254298103,Carlos Javier,Centro,Embajadores,40.4105,-3.70384,Entire home/apt,50,3,5,9/8/2019,2.08,1,55
17686,Habitacin para Wanda Metropolitano con desayuno,141092816,Sara,San Blas - Canillejas,Arcos,40.42049,-3.61334,Private room,300,1,0,,,1,365
17687,Habitacion con bao ensuite urbanizacion de lujo,29918018,Maria,Hortaleza,Valdefuentes,40.49667,-3.61545,Private room,250,1,0,,,1,180
17688,"accommodation group - 12 people, Madrid Center",264780793,Derlis Pastor,Carabanchel,Puerta Bonita,40.38631,-3.72911,Entire home/apt,250,1,5,9/8/2019,1.83,1,84
17689,Vicky’s house,7038086,Vir,Salamanca,Guindalera,40.43213,-3.66603,Private room,999,1,0,,,1,89
17690,MADRID ORGULLO GAY 2019,261645357,Jose,Carabanchel,Buenavista,40.36757,-3.76029,Private room,250,1,0,,,3,83
17691,Private Room for the UEFA Champions Final,264788224,Ricardo,Chamber,Arapiles,40.43065,-3.70811,Private room,289,1,0,,,1,365
17692,"Luxury Penthouse, 10 minutes or Wanda Stadium.",50137838,Giorgio,Hortaleza,Valdefuentes,40.49604,-3.65269,Entire home/apt,2000,1,0,,,1,89
17693,Habitacin en piso compartido para Champions,263148395,Sergio,Usera,Pradolongo,40.38166,-3.70774,Private room,400,1,0,,,2,89
17694,Lujoso y moderno Apartamento en Justicia,14855160,Edric,Centro,Justicia,40.42442,-3.69699,Entire home/apt,200,3,0,,,1,46
17695,Double room for FINAL CHAMPIONS LEAGUE,264793201,Jairo Antonio,San Blas - Canillejas,Rosas,40.42918,-3.59918,Private room,500,1,0,,,1,179
17696,Habitacin en calle Alcal para final de Champions,97879741,Miguel,San Blas - Canillejas,Simancas,40.43947,-3.62867,Private room,200,1,0,,,1,365
17697,Cama de matrimonio en pacifico,264794441,Pinto,Retiro,Pacfico,40.40641,-3.67941,Private room,75,1,1,6/2/2019,0.27,1,365
17698,Piso alto con estupendas vistas junto al metro,171127993,Katia,Ciudad Lineal,Concepcin,40.43778,-3.65277,Entire home/apt,80,2,0,,,1,28
17699,Nice apartment in the heart of Malasaa,47472862,Hadrien,Centro,Universidad,40.42657,-3.70351,Private room,700,1,0,,,1,90
17700,Apartment near CHAMPIONS WANDA & AIRPORT (15min),89468562,Juan Luis,Hortaleza,Pinar del Rey,40.47472,-3.63997,Private room,250,1,0,,,1,365
17701,Mirador de Madrid,214045009,Javier,Moratalaz,Fontarrn,40.39961,-3.64119,Entire home/apt,900,1,0,,,1,89
17702,Champions league 3 bedrooms 2 bathrooms,139634534,Javier,Tetun,Cuatro Caminos,40.45632,-3.69463,Private room,1800,1,0,,,1,179
17703,Room Madrid for final Champions,70885840,Manuel,Carabanchel,Vista Alegre,40.38107,-3.74871,Private room,600,1,0,,,1,364
17704,Convenient Private Room.,263033096,Alejandro Aitor,Latina,Campamento,40.39751,-3.76957,Private room,80,1,1,6/2/2019,0.27,1,0
17705,La Casa de las Artes en el Barrio Lavapies,264799570,Juan Carlos,Centro,Embajadores,40.41024,-3.69941,Entire home/apt,65,3,14,9/14/2019,4.16,1,142
17706,Room + private bathroom Champions League Final!,33602254,Clodomiro F.,Latina,Puerta del Angel,40.40945,-3.73683,Private room,400,1,0,,,1,89
17707,Habitacin en Madrid,264774383,Gloria,Moratalaz,Fontarrn,40.39998,-3.64352,Private room,25,1,0,,,1,322
17708,"Habitacion individual , para final champion",17683675,Luis Miguel,San Blas - Canillejas,Rosas,40.42978,-3.60261,Private room,180,1,0,,,2,364
17709,"Alquilo habitacin doble, bao priv cocina y saln",213216584,Alejandro,Moratalaz,Marroquina,40.41147,-3.63623,Private room,40,1,2,9/16/2019,2,1,78
17710,tico con terraza en Plaza de Chueca,263698971,Sara,Centro,Justicia,40.42199,-3.69864,Entire home/apt,150,2,0,,,1,79
17711,Descubre el carcter Espaol segn un Quijote,264847457,Maria Beatriz,Hortaleza,Pinar del Rey,40.47117,-3.64509,Private room,36,2,26,8/21/2019,7.09,1,347
17712,Room for champions final x1 double+ 1 individual,264868319,David,San Blas - Canillejas,Canillejas,40.44171,-3.61075,Private room,600,1,0,,,1,90
17713,Apartamento champions,199601792,Alejandro,San Blas - Canillejas,Rejas,40.44671,-3.5769,Entire home/apt,1000,1,0,,,1,90
17714,Luxurious flat in front of El retiro MADRID,67640840,Patricia,Retiro,Jernimos,40.41623,-3.69213,Entire home/apt,6000,1,0,,,1,365
17715,Piso Ideal Salamanca,13008194,Norma,Salamanca,Lista,40.42883,-3.67684,Entire home/apt,120,2,2,9/18/2019,0.53,2,1
17716,Habitacin privada con tv en calle Velzquez,264788745,Yeralding,Salamanca,Castellana,40.43738,-3.6838,Private room,30,1,4,9/15/2019,1.24,1,8
17717,Nice apartment in the center of Madrid,150579221,Mike,Salamanca,Fuente del Berro,40.42344,-3.66736,Entire home/apt,180,2,0,,,1,365
17718,Room For the Champions final,126438644,Deivid,Tetun,Berruguete,40.4588,-3.70592,Private room,300,1,0,,,1,261
17719,Habitacin Santiago Bernabu,136706824,Sara,Tetun,Cuatro Caminos,40.45461,-3.69824,Private room,399,1,0,,,1,261
17720,Wanda Stadium - 2 Rooms for rent in an Attic,264075806,Julin,San Blas - Canillejas,Rosas,40.43488,-3.60703,Private room,1350,1,0,,,1,0
17721,10 minutes walk to Olympic stadium WANDA,264892714,Samuel,San Blas - Canillejas,Rejas,40.44589,-3.58392,Entire home/apt,650,1,0,,,1,365
17722,Near Wanda stadium,51347311,Wendy,Ciudad Lineal,Pueblo Nuevo,40.42117,-3.62686,Private room,450,1,0,,,2,365
17723,"Plaza Santa Ana Bright 2, 50 sq.m 1 BR,  4 people",4190343,Ramon,Centro,Cortes,40.41578,-3.69993,Entire home/apt,65,2,13,8/30/2019,3.55,20,241
17724,Habitacion final champions wanda metropolitano,215817131,Diego,San Blas - Canillejas,Canillejas,40.43688,-3.60886,Private room,800,1,0,,,1,89
17725,Near Wanda stadium single room,51347311,Wendy,San Blas - Canillejas,Simancas,40.43281,-3.6247,Private room,350,1,0,,,2,363
17726,My Delicia: Charming loft with patio,116217798,Cesar,Arganzuela,Palos de Moguer,40.40511,-3.69115,Entire home/apt,80,3,6,8/25/2019,1.64,1,160
17727,Piso Moderno en Madrid.,122713093,Paola,Villaverde,San Andrs,40.3483,-3.70392,Entire home/apt,190,2,0,,,1,364
17728,Habitacin a 5 minutos de metro puente vallecas,178735491,Fernando,Puente de Vallecas,San Diego,40.39659,-3.67011,Private room,40,1,0,,,1,364
17729,FINAL CHAMPIONS 2019,219397148,Antonio,San Blas - Canillejas,Rejas,40.44637,-3.59357,Entire home/apt,600,1,0,,,1,0
17730,TERE ROOM  ideal para 3 personas .,81628294,Mariana,Hortaleza,Piovera,40.46036,-3.6374,Private room,42,7,0,,,2,0
17731,Habitacin privada en madrid centro,47172033,Bàrbara,Carabanchel,Opael,40.39177,-3.72408,Private room,200,1,0,,,1,365
17732,Great room in Paseo de la Castellana,159403519,Javier,Tetun,Cuatro Caminos,40.45518,-3.6914,Private room,1100,2,0,,,1,365
17733,Para final de Champions a 20m metro o 10m coche.,18234891,Edu,Ciudad Lineal,San Pascual,40.44267,-3.6483,Private room,500,1,0,,,1,365
17734,Lovely 4Bed in heart of Madrid - 4 min from Park,244266112,Facundo Y Esther,Salamanca,Goya,40.42345,-3.6731,Entire home/apt,130,1,4,9/1/2019,2.18,6,335
17735,Habitacion,264770286,Roberto,Barajas,Timn,40.47624,-3.58436,Private room,50,1,1,6/2/2019,0.27,2,5
17736,Room at 600M of Estadio WANDA Metropolitano,264912734,Fernando,San Blas - Canillejas,Helln,40.42975,-3.61147,Private room,600,1,0,,,1,365
17737,Habitacion wanda metropolitano,235946636,Francisco,San Blas - Canillejas,Arcos,40.42424,-3.61884,Private room,950,1,0,,,1,365
17738,ESTADIO WANDA,264914998,Ana,San Blas - Canillejas,Canillejas,40.44876,-3.60648,Private room,500,1,0,,,1,363
17739,Alojamiento final champions Wanda Metropolitano,264916693,Miguel,San Blas - Canillejas,Rejas,40.44519,-3.58483,Private room,650,1,0,,,1,90
17740,Room rental near the WANDA 15 minutes and  airport,264918746,Mari,San Blas - Canillejas,Canillejas,40.44326,-3.61229,Private room,500,1,0,,,1,179
17741,Entire apartment in La Latina,264919298,Jonathan,Centro,Palacio,40.4102,-3.71063,Entire home/apt,169,1,0,,,1,0
17742,Loft Lux Champions League,264920300,Fernando,Tetun,Bellas Vistas,40.45117,-3.70969,Entire home/apt,1000,1,0,,,1,90
17743,Habitacin Champions League,191200210,Paulina,Latina,Puerta del Angel,40.41103,-3.72903,Private room,120,2,0,,,2,90
17744,Acogedora Habitacion,49642687,Mark,Arganzuela,Palos de Moguer,40.40219,-3.69614,Private room,150,1,0,,,1,0
17745,FIN DE SEMANA DE CHAMPIONS LEAGUE EN MADRID,264457810,Marcelo,Ciudad Lineal,Ventas,40.42592,-3.65014,Private room,500,1,0,,,2,365
17746,Habitacin en pleno centro de madrid,6534491,Laila,Centro,Universidad,40.42144,-3.70493,Private room,43,2,0,,,1,73
17747,Fantastic flat near avenida de america,15798178,Elena,Chamartn,Prosperidad,40.44511,-3.66276,Entire home/apt,80,1,0,,,2,359
17748,Durce casa con Historical,139248746,Gu,Centro,Embajadores,40.40746,-3.71068,Entire home/apt,55,3,3,7/1/2019,0.8,5,95
17749,Estudio loft en pleno centro de Madrid,263692940,Miguel Angel,Centro,Cortes,40.41381,-3.69964,Entire home/apt,45,1,3,6/23/2019,0.87,1,80
17750,Habitacin privada en piso de lujo,57709204,Jose,Fuencarral - El Pardo,La Paz,40.48344,-3.69191,Private room,650,1,0,,,1,180
17751,Cozy flat in Madrid,73614675,Taha,Chamber,Arapiles,40.4364,-3.70522,Entire home/apt,400,2,0,,,2,0
17752,Apartamento con terraza en Malasaa!,262080628,Esther,Centro,Universidad,40.42741,-3.70214,Entire home/apt,130,3,2,6/23/2019,0.62,1,112
17753,Piso en alquiler para final Wanda 1-6-2019 .......,264932171,Jos Luis,San Blas - Canillejas,Canillejas,40.44655,-3.61066,Entire home/apt,1000,1,0,,,1,0
17754,Confortable habitacin,191200210,Paulina,Latina,Puerta del Angel,40.41077,-3.72962,Private room,120,2,0,,,2,365
17755,Large room with double balcony - Plaza Mayor,45832354,Edward,Centro,Sol,40.41491,-3.70578,Private room,300,1,0,,,1,137
17756,Habitacin cerca del centro Madrid zona residencia,264733338,Liz Marlene,Latina,Aguilas,40.39009,-3.76814,Shared room,33,2,0,,,3,0
17757,Modern and centric - PLAZA MAYOR - 2PAX,252522294,Max,Centro,Sol,40.4149,-3.70794,Entire home/apt,95,3,12,9/15/2019,3.53,1,47
17758,Doubleroom final champions Wanda Madrid,206120299,Andres,Ciudad Lineal,Pueblo Nuevo,40.43048,-3.6405,Private room,750,1,0,,,1,365
17759,CHAMPIONS LEAGUE ROOM CLOSE TO WANDA AND AIRPORT!!,258043977,Miguel,San Blas - Canillejas,Arcos,40.42119,-3.61559,Private room,390,1,0,,,4,180
17760,Private room :Direct line with Wanda-M 2 guests,86561934,Bruno,Chamber,Gaztambide,40.43809,-3.71321,Private room,350,1,0,,,1,179
17761,final bedroom of champions,37411325,Felix,Ciudad Lineal,Pueblo Nuevo,40.43101,-3.63479,Private room,500,1,0,,,2,179
17762,"Loft cerca aeropuerto , feria de Madrid y Wanda M.",20621801,Ignacio,San Blas - Canillejas,Simancas,40.43703,-3.62082,Entire home/apt,75,1,8,9/16/2019,2.4,1,167
17763,Estupendo apartamento en Cuatro Caminos,80917877,Maria,Tetun,Bellas Vistas,40.44878,-3.70767,Entire home/apt,90,2,6,9/1/2019,1.88,3,157
17764,Apartamento en Madrid Centro. Chamber,22604054,Gabriela,Chamber,Rios Rosas,40.44232,-3.70264,Entire home/apt,45,1,2,6/14/2019,0.55,1,0
17765,Final champions,118103673,Diana,Latina,Cuatro Vientos,40.36721,-3.76252,Shared room,200,1,0,,,1,365
17766,"CHAMPIONS LEAGUE FINAL ""WANDA METROPOLITANO"".",211512974,Rubn,Carabanchel,Buenavista,40.36414,-3.76047,Private room,250,1,0,,,1,365
17767,ALQUILER HABITACION CHAMPIONS 2019 MADRID,19821665,Mariano,Villaverde,Los Angeles,40.35425,-3.6948,Private room,1000,1,0,,,1,90
17768,BONITA Y AMPLIA HABITACION,259555001,Tony,Retiro,Ibiza,40.41831,-3.67614,Private room,45,2,4,7/1/2019,1.2,1,322
17769,"Cmodo apartamento al lado del Aeropuerto ,Ifema",179787880,Julia,San Blas - Canillejas,Rejas,40.44569,-3.5829,Entire home/apt,65,1,13,8/19/2019,3.75,1,129
17770,Lovely Fresh Modern ROOM*A/C*,260737873,Reservas,Moncloa - Aravaca,Valdezarza,40.46192,-3.71119,Private room,36,3,0,,,4,0
17771,Cozy department in nice area.,80298254,Miriam,Salamanca,Lista,40.42956,-3.67071,Private room,150,2,0,,,1,0
17772,Private Room A/C-WIFI/MADRID,260737873,Reservas,Moncloa - Aravaca,Valdezarza,40.46073,-3.71017,Private room,35,3,0,,,4,3
17773,Habitacin Privada Con Tv y Wifi,156773204,Carla,Puente de Vallecas,Palomeras Sureste,40.39039,-3.64086,Private room,50,2,1,6/2/2019,0.27,2,0
17774,Casita Vintage,66949286,Xulia,Arganzuela,Chopera,40.39587,-3.70075,Private room,30,1,1,6/2/2019,0.27,1,37
17775,Habitacin cerca del Estadio Wanda,14400380,Marta,Hortaleza,Valdefuentes,40.50599,-3.64137,Private room,350,1,0,,,1,89
17776,La casa Lucy,224855200,Lucia,Moratalaz,Fontarrn,40.40661,-3.65688,Private room,50,1,1,6/23/2019,0.34,6,343
17777,"Zona tranquila, tiendas cerca, metro a la puerta",46084601,Rosa,Ciudad Lineal,Pueblo Nuevo,40.42847,-3.63379,Private room,25,1,1,7/7/2019,0.4,1,359
17778,Wanda metropolitano chalet unifamiliar,41659831,Richard,San Blas - Canillejas,Rejas,40.4454,-3.56656,Private room,3000,2,0,,,1,179
17779,Gran via Relax Cubana,257296674,Jon,Centro,Universidad,40.42168,-3.70372,Entire home/apt,69,1,15,9/13/2019,4.13,3,97
17780,tico Quevedo,99018982,Alterhome,Chamber,Trafalgar,40.43287,-3.70196,Entire home/apt,61,1,3,8/29/2019,1.76,110,350
17781,Shiny Private Room at Plaza Mayor,35817622,Rodrigo,Centro,Palacio,40.41275,-3.70889,Private room,42,7,2,9/8/2019,2,3,168
17782,Leo's Place,14306634,Leo,Centro,Embajadores,40.40939,-3.70446,Entire home/apt,75,1,6,7/7/2019,1.64,1,0
17783,Se alquila piso para final de la champions 1000€,264982816,Ailin,Ciudad Lineal,Ventas,40.43294,-3.64879,Entire home/apt,1000,3,0,,,1,89
17784,Precioso estudio con entrada independiente,264983172,Laura,Chamartn,Castilla,40.47995,-3.67549,Entire home/apt,90,1,3,9/15/2019,0.82,1,265
17785,Loft de lujo en pleno barrio Salamanca!,264984559,Lilly,Salamanca,Guindalera,40.43501,-3.67069,Entire home/apt,1100,1,0,,,1,89
17786,Conde de Casal,99018982,Alterhome,Retiro,Pacfico,40.40569,-3.6753,Entire home/apt,49,1,0,,,110,0
17787,Final Champions league Wanda metropolitan. 5 min,264990799,Carlos,San Blas - Canillejas,Simancas,40.43939,-3.62188,Entire home/apt,900,1,0,,,1,0
17788,Dormir entre colores,264992881,Mara Jos,Arganzuela,Palos de Moguer,40.40436,-3.69681,Entire home/apt,115,1,0,,,1,79
17789,Local Near Wanda Metropolitano,264993235,Jesus,Ciudad Lineal,Pueblo Nuevo,40.43579,-3.64227,Shared room,400,1,0,,,1,365
17790,Habitacin para final Champions League!,122871389,Rafael,Salamanca,Guindalera,40.43525,-3.6718,Private room,300,1,0,,,1,365
17791,HABITCIN PARA 2 CON BAO PRIVADO,206205487,Martin,Moncloa - Aravaca,Argelles,40.43146,-3.72026,Private room,300,1,0,,,1,179
17792,"Piso fin de champion , cerca del wanda.",193720971,Victor,Ciudad Lineal,Concepcin,40.43591,-3.65472,Shared room,3000,1,0,,,1,0
17793,Disfruta la Fiesta que Esconde Madrid,189499794,Moha,Chamber,Almagro,40.43574,-3.69715,Private room,20,3,6,8/24/2019,2.57,29,0
17794,Piso de 2 habitaciones cerca del Wanda,236534297,Laila,Ciudad Lineal,Pueblo Nuevo,40.42406,-3.63866,Entire home/apt,800,1,0,,,1,88
17795,Casa estudio acogedora,36924382,Beatriz1,Salamanca,Recoletos,40.42844,-3.68153,Entire home/apt,500,1,0,,,1,0
17796,Habitacin en el Centro de Madrid,222052002,Andres,Centro,Palacio,40.421,-3.71177,Private room,25,2,3,8/8/2019,0.85,1,0
17797,FINAL UEFA CHAMPIONS LEAGUE,111798690,Pepe,Moratalaz,Marroquina,40.4063,-3.63716,Private room,500,1,0,,,1,365
17798,Conoce Esta Increble Ciudad,189499794,Moha,Chamber,Almagro,40.43575,-3.69792,Private room,20,3,8,8/27/2019,3.12,29,0
17799,Lively Malasaa,5399313,Lee,Centro,Universidad,40.42406,-3.70472,Private room,400,1,1,6/16/2019,0.31,1,3
17800,Visita los Bonitos Parques de Madrid,189499794,Moha,Chamber,Almagro,40.43413,-3.69789,Private room,20,3,2,8/29/2019,1.4,29,0
17801,Verano Loco en Madrid,189499794,Moha,Chamber,Almagro,40.43574,-3.69723,Private room,20,3,4,8/25/2019,1.62,29,0
17802,De Madrid Al Cielo,189499794,Moha,Chamber,Almagro,40.43553,-3.6979,Private room,20,3,4,8/15/2019,1.82,29,0
17803,Habitacin cerca del Wanda y del Aeropuerto,117990092,Erickson,San Blas - Canillejas,Rosas,40.43134,-3.60931,Private room,200,1,0,,,1,179
17804,"habitaciones cerca del wanda, 1 ,2,3,4 o 5 .pers.",264130753,Marco,San Blas - Canillejas,Rosas,40.4308,-3.60469,Private room,100,1,0,,,6,0
17805,Habitacin doble,265006051,Liliana,San Blas - Canillejas,Helln,40.43348,-3.61536,Private room,1000,1,0,,,1,179
17806,Madrid te Dejar Sin Palabras,189499794,Moha,Chamber,Almagro,40.43562,-3.69801,Private room,20,3,9,8/28/2019,3.55,29,0
17807,Habitacin individual cerca del Wanda,51306715,Elena,San Blas - Canillejas,Rosas,40.43278,-3.6086,Private room,18,1,6,9/18/2019,1.71,1,8
17808,"Una Caa, Por Favor!",189499794,Moha,Chamber,Almagro,40.43433,-3.69772,Private room,20,3,4,8/15/2019,1.67,29,0
17809,Habitaciones CHAMPIONS LEAGUE,30643999,Kevin,San Blas - Canillejas,Canillejas,40.43812,-3.60987,Private room,150,1,0,,,1,365
17810,habitaciones wandametropolitano,264130753,Marco,San Blas - Canillejas,Rosas,40.42912,-3.60524,Private room,100,1,2,6/30/2019,0.6,6,0
17811,Cozy apartment and very well located (3 PAX),39580984,Elas,Arganzuela,Palos de Moguer,40.40246,-3.69005,Entire home/apt,120,2,8,8/12/2019,3.04,1,0
17812,Ven a Tapear en Madrid,189499794,Moha,Centro,Embajadores,40.4128,-3.70702,Private room,20,3,3,7/17/2019,1.22,29,0
17813,Rooms in City Center/ Habitacin en el centro,124412237,Tiziana,Centro,Embajadores,40.4086,-3.70118,Private room,999,2,1,9/14/2019,1,1,47
17814,"New Apartment with 3 Bedrooms, Center Madrid",69566471,Javier,San Blas - Canillejas,Simancas,40.43492,-3.61604,Entire home/apt,185,14,0,,,25,365
17815,Private Room in the Center of Madrid,70235951,Chelsea,Centro,Embajadores,40.41193,-3.70512,Private room,100,1,1,6/3/2019,0.28,1,137
17816,Great apartment to enjoy the champions league!,60008828,Javier,Moncloa - Aravaca,Ciudad Universitaria,40.44736,-3.71099,Entire home/apt,2950,1,0,,,1,90
17817,Champions,265024119,Alberto,Tetun,Bellas Vistas,40.45231,-3.70669,Private room,1500,1,0,,,1,365
17818,HABITACION  1000m WANDA,185627647,Claudia,San Blas - Canillejas,Rosas,40.42435,-3.60027,Private room,120,2,1,6/2/2019,0.27,1,365
17819,ACOGEDOR LOFT CON CARACTER!!,265023541,Margarita,Tetun,Berruguete,40.46,-3.69904,Entire home/apt,75,1,7,7/31/2019,1.91,1,308
17820,Private Room for 2 or 3 guest,209995767,Ignacio,San Blas - Canillejas,Salvador,40.43939,-3.63259,Private room,180,2,1,6/2/2019,0.27,1,90
17821,CHAMPIONS LEAGUE ROOM CLOSE TO WANDA AND AIRPORT!!,258043977,Miguel,San Blas - Canillejas,Arcos,40.42166,-3.61453,Private room,300,1,0,,,4,180
17822,HAB WANDA METROPOLITANO A 1O MIN DEL AEROPUERTO,256714749,Omaholis Y David,San Blas - Canillejas,Canillejas,40.44066,-3.61011,Private room,30,2,1,7/1/2019,0.37,1,294
17823,Habitacin luminosa y tranquila en Las Tablas,265027565,Jose M.,Fuencarral - El Pardo,Valverde,40.50676,-3.66913,Private room,30,1,5,6/29/2019,1.38,1,0
17824,FINAL CHAMPIONS LEAGUE!!!19minWANDA METEOPOLITANO,173078795,Xabi,Latina,Aguilas,40.37613,-3.76209,Private room,200,1,0,,,2,365
17825,ADORABLE MINI ESTUDIO EN MALASAA,134866040,Vernica,Centro,Universidad,40.42549,-3.70435,Entire home/apt,35,1,8,8/22/2019,2.5,5,93
17826,A 15 minutos en coche del Wanda Metropolitano,77464567,Joseph,Villa de Vallecas,Casco Histrico de Vallecas,40.36623,-3.60016,Private room,400,1,0,,,1,180
17827,Nordic-style apartment just 5 min from Wanda!!!,24909741,Juan,San Blas - Canillejas,Rejas,40.44512,-3.59167,Entire home/apt,500,1,0,,,1,0
17828,Apartamento Acogedor,105619327,Lorena,Fuencarral - El Pardo,El Pardo,40.51844,-3.77632,Entire home/apt,500,2,0,,,1,76
17829,Habitacin amplia con cama de matrimonio y bao.,265031778,Viktor,Chamber,Vallehermoso,40.44619,-3.70642,Private room,60,1,1,6/2/2019,0.27,1,363
17830,1 Bedroom apartment with A/C and in Usera SAN1º2,206349691,Mike,Usera,Zofo,40.38281,-3.71212,Entire home/apt,1262,1,1,6/19/2019,0.32,124,287
17831,"Apartamento sencillo, agradable y bien comunicado",69502268,Eduardo,Puente de Vallecas,Numancia,40.39714,-3.66119,Entire home/apt,50,6,0,,,3,0
17832,Alquilamos habitacin en la mejor zona de Madrid,211151227,Ana,Chamber,Arapiles,40.43127,-3.70983,Private room,25,1,1,6/14/2019,0.31,2,264
17833,APARTAMENT NEAR WANDA METROPOLITANO STADIUM,262444875,Sebastian,San Blas - Canillejas,Helln,40.43224,-3.62014,Entire home/apt,900,1,0,,,1,180
17834,Top floor appartment with balcony and great views,171759560,Carlos,Centro,Palacio,40.41492,-3.70932,Entire home/apt,70,1,21,9/13/2019,6.12,1,88
